ID,Q1,Q2,Q3,Q4,Q5,Q6,time,PAD
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6,B,B,B,D,A24,A,2023-05-05 21:34:53.445512,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6,B,B,B,D,A24,A,2023-05-05 21:36:24.406990,
f2bb6e80-5d6a-47f7-9d4f-bffa766cefd6,B,B,B,D,B,A,2023-05-05 21:44:32.265257,
a240663f-8415-46fb-8998-e334a3272cea,C,C,D,D,A33,B,2023-05-05 22:53:15.666262,
cf8680ff-9cc5-4a30-b2f1-0e6ceaf39e9c,B,B,C,A,A22,A,2023-05-06 00:12:52.911208,
adf17bc7-21f0-4e51-ad3d-7a31da1a3b8b,A,A,C,A,A24,A,2023-05-06 04:52:01.392769,
95c108b2-2aa7-4a86-84b1-5c01d2455ec0,A,B,A,A,A26,A,2023-05-06 09:01:39.297479,
3b08a42e-8648-4d1f-8c6e-adb34276ac6e,A,A,B,A,B,A,2023-05-06 09:14:38.119935,
0c490eda-0204-4232-aca2-4918ee2e8bf8,A,A,C,B,A27,A,2023-05-06 09:21:47.098121,
4324f040-147a-443b-b639-125efb4faf24,A,A,A,B,A22,D武装直升机,2023-05-06 11:07:49.716336,
a3bbdd04-4020-4bc8-95d2-692568fe9115,A,A,A,E,B,C,2023-05-06 14:58:14.391876,
ce5962ee-255c-43eb-a572-52a202225300,B,B,A,D,A22,A,2023-05-06 15:37:15.907807,
067d54d0-b2cc-4d65-9348-f1dae3fc9398,A,B,C,D,A,B,2023-05-06 16:40:16.811374,
802a59f5-d805-4c5c-b7ec-a73b1a266b69,C,C,D,D,B,B,2023-05-06 16:42:49.039108,
802a59f5-d805-4c5c-b7ec-a73b1a266b69,C,C,D,D,B,B,2023-05-06 16:44:16.345229,
4013d0a0-8554-4fdb-9e59-aa8409877849,B,B,A,A,A42,A,2023-05-06 17:04:07.910834,
4c4b3fba-6fd2-4a12-9d62-d0bc2ba3f1c1,A,A,A,B,A28,A,2023-05-06 18:01:34.267434,
2831d68c-40b8-4ba0-8974-1afacaed6762,B,B,C,D,B,B,2023-05-06 19:17:53.521910,
8bcd59a7-40ab-4841-95c4-acb45ab8c42f,C,B,A,D,A34,D,2023-05-06 19:41:56.914324,
0d2b2875-354b-4875-b54b-3480e9c80492,A,A,B,B,A33,A,2023-05-06 21:05:26.166537,
c3e1cda7-b7fd-46b6-925b-0cbfb85bae89,A,A,B,B,A28,A,2023-05-06 21:12:28.029795,
41fdb80c-6516-4d73-8b79-6f863a3287d0,B,C,D,C,B,B,2023-05-06 21:14:22.219259,
8bcd59a7-40ab-4841-95c4-acb45ab8c42f,C,C,D,D,B,B,2023-05-06 22:23:11.158900,
6b35ebb3-9eb4-4f77-9a9a-98378fcb9261,B,A,A,A,B2,A,2023-05-07 13:25:27.123848,
a694b95d-aaf8-4e65-9212-2bc343a337be,B,B,C,A,A20,A,2023-05-07 13:39:16.324366,
4661ceb6-9f4f-4c3f-bd22-92266fdc73d5,B,B,A,D,A50,A,2023-05-07 13:40:22.110673,
3204a010-0e8b-46b1-87fe-b0293bc353ba,B,B,C,D,B,C,2023-05-07 14:05:08.850366,
73793320-1d3e-42d8-afa1-e7260980cd3c,A,A,C,B,A19,B,2023-05-07 14:26:18.185711,
73793320-1d3e-42d8-afa1-e7260980cd3c,A,A,C,B,A19,B,2023-05-07 14:26:54.152966,
682c494e-d831-4220-a5a4-fc4ba17165db,C,B,D,A,A26,B,2023-05-07 15:13:43.772192,
9388c8ad-1d7e-4b88-8a11-0ca919721aa3,B,B,A,C,B48,B,2023-05-07 19:07:12.842247,
10076030-cd09-4885-95f3-6ac9425016ec,B,A,C,B,A19,A,2023-05-07 22:02:38.589777,
d19a149b-1d08-4720-bc60-716abcb6be88,B,A,C,A,B,B,2023-05-08 05:29:25.945104,
d19a149b-1d08-4720-bc60-716abcb6be88,B,A,C,A,B,B,2023-05-08 05:29:54.928932,
d19a149b-1d08-4720-bc60-716abcb6be88,B,A,C,A,B,B,2023-05-08 05:30:19.667164,
3110c78a-3046-4b05-b588-c0577d58412c,A,A,A,A,A,A,2023-05-08 12:09:43.637357,
7d159b9e-31f0-421f-92b9-2da2dfee37c4,B,A,B,B,B,B,2023-05-09 12:09:44.810909,
2cb9e792-ccb4-4cac-b9a1-144f294ab843,A,B,A,C,A23,A111,2023-05-15 09:52:29.610662,
df68c988-120e-42a0-a498-7d7a567e9bc3,B,A,A,A,A18,A,2023-05-16 18:43:50.414233,
daeba09e-2e25-49f2-bc1f-182fd053f3a4,A,B,B,A,A18,A,2023-05-16 18:44:52.841472,
ec231c3a-9316-45ca-9c76-8d7cfc11be3c,B,A,B,A,A20,A,2023-05-16 18:47:07.953390,
b0e1b70f-4fab-4540-bb3c-3bdbdfaf3cfe,A,A,C,B,A18,A,2023-05-16 18:57:31.143510,
3c612e43-7986-4f85-a37e-eb30056f07d6,C,B,D,A,A19,A,2023-05-16 19:01:07.390531,
4824aeeb-a1dd-479c-bf9d-8eeaa849d866,C,C,A,A,A19,A,2023-05-16 20:52:25.793923,
7c4b9787-39a6-4d8c-983e-93c1c1a5666e,A,B,C,B,A18,A,2023-05-16 20:52:48.205597,
25d6c174-422b-45ac-a1e6-dccc7fd49dac,B,B,B,A,A19,A,2023-05-16 20:53:14.142167,
c09113a4-46c7-4ffc-8af8-c09e9fcb3ff8,B,B,A,B,A19,A,2023-05-16 20:54:01.015355,
765cec57-b27c-4efa-a54c-3b025ba97aef,A,B,A,B,A20,A,2023-05-16 21:51:41.886360,
cbb74a71-f947-47b1-8447-b0b5ff048a0f,C,C,B,B,A21,A,2023-05-16 22:04:48.082692,
735b485e-f9ca-4749-aa61-aa2a98a00d18,B,A,D,B,A21,A,2023-05-16 22:04:57.570415,
f8dfb49d-396a-483d-80b5-7da4671db738,A,A,A,C,A20,A,2023-05-16 22:07:32.837957,
f8dfb49d-396a-483d-80b5-7da4671db738,A,A,A,C,A20,A,2023-05-16 22:07:33.072629,
8ca1d2dc-4daa-44d9-a842-659c691eac35,C,C,D,B,A20,A,2023-05-16 22:07:44.583470,
2a8b8b1b-a314-4c4d-9721-8b94797932fb,A,A,C,C,A20,B,2023-05-16 22:12:51.362882,
0182d924-c7cb-4f9d-8083-829eb8bfa2dd,B,B,D,E,B,C,2023-05-17 11:37:29.840696,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
8923c6f3-314a-4e48-b6d2-4fcf9d035564,C,C,D,E,B,D,2023-05-17 16:32:22.076208,
43591ce5-db23-4aab-8911-f4a445815c83,A,A,B,B,B,C,2023-05-17 16:40:05.605643,
5b0511c9-17ca-44dc-82ca-45eb83784973,A,A,A,C,B,A,2023-05-17 16:42:41.413497,
8923c6f3-314a-4e48-b6d2-4fcf9d035564,C,C,D,E,B,D,2023-05-17 16:42:46.028405,
684e4f61-505a-495b-a31a-293d7fd2ea66,C,C,D,E,B,D,2023-05-17 16:44:30.267384,
4376966a-b5bf-4eb4-a32a-e8883d5da666,B,B,A,A,A16,A,2023-05-17 17:37:53.780382,
4376966a-b5bf-4eb4-a32a-e8883d5da666,B,B,C,B,B,B,2023-05-17 17:53:17.718626,
7bb0da6e-9898-4fa8-b54d-d7d6fcb0e65a,C,C,D,A,A21,A,2023-05-18 14:28:14.267052,
acf836f6-4dc0-4f6b-8c4c-28d39e312098,B,A,A,A,B,A,2023-05-19 10:59:14.564543,
3b6c9df2-5083-4d49-9861-cbe74afe4619,A,A,B,A,A19,A,2023-05-19 16:08:04.145283,
1e000e1c-8d77-48e0-a939-a4f9c60c0781,B,B,D,A,A19,A,2023-05-19 16:11:49.805420,
2f8867e8-63a9-49b2-b90f-3796db45201d,C,B,C,C,A19,D武装直升机,2023-05-19 16:11:51.755117,
d00dd8c2-ed02-4885-8bf5-2e178957cc72,B,B,A,C,A18,B,2023-05-19 16:12:30.901526,
d3a1cf98-1248-460b-b75e-326b1773dc18,C,C,C,A,A19,A,2023-05-19 16:12:45.512217,
a89045cd-3900-400f-85c2-74b49190c972,B,A,C,B,A18,A,2023-05-19 16:21:44.424824,
769a7824-b9fe-4936-b87b-cab185803a17,B,B,A,B,A19,A,2023-05-19 17:08:35.151862,
2675e615-6e5b-4017-8085-3eba28abd0f6,A,A,A,A,A12,A,2023-05-19 17:08:45.872004,
c4699748-0982-4c0d-97ec-287b108f8897,B,A,A,A,B,A,2023-05-19 19:38:52.571003,
c4699748-0982-4c0d-97ec-287b108f8897,B,A,A,A,B,A,2023-05-19 19:41:29.482149,
c4699748-0982-4c0d-97ec-287b108f8897,B,A,A,A,B,A,2023-05-19 19:42:59.656640,
fd747ef3-188e-4a86-b65d-7d3da34e1566,A,A,A,C,A30,A,2023-06-01 07:11:53.477097,
8ad0e653-d918-447f-b8c2-53fcdffd6c1e,B,B,C,A,A18,A,2023-06-06 22:37:43.680938,
a91ccde0-9f9a-4f7f-83b6-e76dd48507ab,A,A,C,A,A19,A,2023-06-06 22:38:49.288139,
c748f87a-7274-4058-bfaa-e667a5a2fe46,A,A,C,D,B,A,2023-06-06 23:37:47.987723,
e2215704-e65c-4f6f-893c-abdf71a1fd5f,B,B,D,D,A31,B,2023-06-13 23:30:15.696741,
94006d0c-8521-4e57-9fb3-f4c8a3b6c539,C,C,D,E,B,B,2023-06-18 16:21:45.767020,
7ed5eb06-5447-46ae-8332-5a695d68836f,B,C,A,A,B,Dhelicopter,2023-06-27 15:06:57.544245,
c25c6ad3-626d-4563-9a22-81b0f8b9e8d5,B,B,C,B,A24,A,2023-06-29 04:41:39.082961,
f5316da9-ca44-46c2-937a-c669e5689fad,A,A,A,C,A47,A,2023-07-10 14:53:06.996454,
4a41095c-af10-4826-a020-f46e74ae8355,B,A,B,B,A38,A,2023-07-10 15:39:47.499467,
0efc394c-f40d-4a2c-b436-95edd8772331,B,B,C,D,A21,A,2023-07-12 15:16:48.971308,
28421ba1-9bc5-43b1-a287-2a5bd3554433,B,B,C,D,A22,A,2023-07-12 15:16:57.059765,
f51c61ef-825a-45c2-ac37-22a2c895cd41,B,B,C,C,A31,B,2023-07-12 15:21:56.919370,
251e52d7-201e-4ba5-a7d0-e39793547d41,B,B,A,D,A31,B,2023-07-12 15:51:40.712236,
425dd56e-f129-43a3-8c8f-5f2d98946a88,B,B,A,D,A31,B,2023-07-12 15:52:51.188171,
ffff3021-32b9-4333-9b75-787fb92978cb,B,B,A,D,A25,A,2023-07-12 16:00:53.655687,
ffff3021-32b9-4333-9b75-787fb92978cb,B,B,A,D,A25,A,2023-07-12 16:01:25.410433,
07de0ce1-7530-4e01-806b-6b9033d0da88,B,B,C,D,A24,B,2023-07-12 16:02:14.921798,
1f832b78-6dd1-4b19-b30b-51960d91b031,A,A,D,C,A27,B,2023-07-12 16:12:31.164101,
f7db7d9e-d19c-48e0-888b-892587ec8b83,B,B,A,A,B,A,2023-07-12 16:33:38.791340,
e357e3de-be46-4360-b98a-d4c599431be7,B,B,B,B,A26,A,2023-07-12 16:34:33.415996,
e357e3de-be46-4360-b98a-d4c599431be7,B,C,A,E,A25,B,2023-07-12 21:33:17.955900,
9fa2d416-3c98-481e-9f25-608316e9aa27,A,A,A,B,A22,A,2023-07-12 22:19:31.189119,
12b58fe0-451a-4e5a-9754-a6b9704741ba,B,C,A,A,A23,A,2023-07-12 22:50:29.903899,
3b52e316-5a0e-4068-9df4-576f65c6ee7b,B,A,C,A,A25,A,2023-07-12 22:52:06.759122,
df96db51-b4b6-45bd-be04-5e1fadfeb422,B,B,C,A,A19,B,2023-07-12 22:55:08.765155,
56b8e4ac-4757-4679-ac36-030931987b90,B,A,A,A,A22,B,2023-07-12 23:13:46.964350,
76027eb9-e5df-464c-84e0-88c816678977,B,B,A,B,A24,A,2023-07-12 23:20:23.014091,
56b8e4ac-4757-4679-ac36-030931987b90,B,B,A,A,A22,B,2023-07-12 23:22:54.452473,
9ecbe03d-97b6-48aa-b3ba-a21d09d0fd56,A,A,A,C,A20,A,2023-07-12 23:58:38.526998,
60eb6bbd-e693-4b39-a26b-deefbdb778b7,A,A,A,C,A20,A,2023-07-13 00:00:10.781504,
f46dc364-473c-4af6-8661-01e445e6f3db,B,B,D,D,A20,A,2023-07-13 00:00:21.771659,
cb577ff9-dd86-4191-9dff-51b04f83410a,B,B,C,A,A20,A,2023-07-13 00:05:10.502716,
d2e85f74-0303-4961-aee4-8ab04b416f98,C,C,C,E,A19,A,2023-07-13 00:39:28.033069,
9183eb5b-0c2e-46fd-b24f-d6e8b3ab3801,C,B,C,C,B,C,2023-07-13 00:46:13.847155,
d2e85f74-0303-4961-aee4-8ab04b416f98,C,C,D,E,B,C,2023-07-13 00:46:27.223403,
64bb25df-8f0e-4477-9d9f-f3b798fa6250,B,B,A,A,A23,A,2023-07-13 00:48:52.694593,
64bb25df-8f0e-4477-9d9f-f3b798fa6250,A,A,A,A,A23,A,2023-07-13 00:49:03.649679,
cd1c3ed8-dea9-4768-a10b-6e537b711b7f,A,A,A,A,B,A,2023-07-13 00:50:03.287105,
cd1c3ed8-dea9-4768-a10b-6e537b711b7f,A,A,A,A,B,A,2023-07-13 00:50:17.541290,
b11e2911-4d8f-48f0-bc28-8db6c9d0ffd5,B,B,C,B,A20,C,2023-07-13 00:52:17.246081,
1dde97e4-3c95-4369-8793-baee2d3216f3,C,C,D,A,A20,DAttack helicopter,2023-07-13 00:57:30.821092,
d3c38791-5275-420c-888c-70ad4e371087,B,A,C,D,A22,B,2023-07-13 01:06:22.218963,
0f50778b-e4b6-4e32-b4f7-1e8d42bc103d,B,A,C,B,A24,A,2023-07-13 07:38:19.958859,
8e16acd5-31df-429f-a0b4-4e6f82157507,A,A,C,B,A25,A,2023-07-13 08:58:13.105045,
3cb8b598-c8dc-4392-9f70-8080d0c5b1a2,C,B,A,C,A17,B,2023-07-13 09:09:18.603454,
3cb8b598-c8dc-4392-9f70-8080d0c5b1a2,C,B,A,C,A17,B,2023-07-13 09:10:05.127473,
3cb8b598-c8dc-4392-9f70-8080d0c5b1a2,C,B,A,C,A17,B,2023-07-13 09:10:40.920787,
3cb8b598-c8dc-4392-9f70-8080d0c5b1a2,C,B,A,C,A17,B,2023-07-13 09:10:49.157704,
a26fa938-16d9-4751-9d7b-542fb44a0ee8,B,B,C,B,A17,B,2023-07-13 09:34:47.134448,
a26fa938-16d9-4751-9d7b-542fb44a0ee8,B,B,C,B,A17,B,2023-07-13 09:39:17.111685,
3a23e6d4-f5df-47bb-ab0d-fe9c07d56565,C,B,C,D,A22,A,2023-07-13 10:13:58.661149,
cfa734c5-6381-48bc-9a44-436292751245,B,A,A,A,A26,B,2023-07-13 10:24:02.232699,
901f08f7-8ef5-40f8-8da1-c292fb27fc46,B,B,C,A,B,B,2023-07-13 10:39:45.184119,
ec0cb103-28a2-4e32-96d7-92a2bddd1fbc,A,B,A,B,A21,A,2023-07-13 10:40:40.774668,
c41cd8d8-0b19-4fa0-817e-bee7eb396a52,B,B,C,A,B,B,2023-07-13 10:46:10.369009,
b8dd5302-f860-4101-a235-0c848df6e26e,B,A,B,A,B,A,2023-07-13 10:46:13.466874,
3e9a9746-8dd9-4860-9079-dee242ceb868,A,A,C,A,A24,A,2023-07-13 10:47:53.281166,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb,A,A,C,A,A30,A,2023-07-13 10:48:03.561442,
7fc6f124-dc9e-4a87-ab19-e851f9d9de67,A,A,A,B,B,C,2023-07-13 11:02:50.106777,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb,A,A,A,A,A30,A,2023-07-13 11:03:48.672238,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb,A,A,A,A,A30,A,2023-07-13 11:06:33.243752,
5dd03508-7b35-4f59-b365-2089bd8a3ae7,A,B,A,A,A21,C,2023-07-13 11:08:09.701821,
105c0e47-62cc-417d-9ffc-4dd7da969125,A,A,A,C,A26,A,2023-07-13 11:08:44.099017,
8f612c66-37d1-498f-86c1-08385a4cdf53,B,B,B,A,A18,A,2023-07-13 11:09:56.640829,
8f612c66-37d1-498f-86c1-08385a4cdf53,B,B,B,A,A18,A,2023-07-13 11:11:18.597838,
521d38d2-89b4-4fee-b5dd-d18f42a216e6,A,A,A,A,A30,A,2023-07-13 11:12:35.101881,
fa25e0f1-3922-48fc-b189-27d0719072f4,A,A,A,A,A18,A,2023-07-13 11:12:48.458204,
4b7b206e-74bc-4d4b-81ec-a2bebb32aaeb,A,A,A,A,A30,A,2023-07-13 11:16:03.440743,
b3e007dd-ff6c-40af-9683-a347df06b134,C,B,B,B,A17,A,2023-07-13 11:18:52.422432,
ab233937-5e24-4c8a-a294-cfe793cbed00,A,A,A,A,A30,A,2023-07-13 11:40:44.087640,
6d710075-57ba-4545-bc65-e2a274f9f92b,B,B,A,D,A22,B,2023-07-13 11:50:27.115939,
08836143-6ee3-439a-96fc-01d1ef8931b6,B,B,C,A,A23,A,2023-07-13 12:06:21.988606,
cf9eaa65-e5fe-45ce-ab87-c2a4fccfff0b,C,B,A,D,A21,B,2023-07-13 12:36:54.515294,
1ad4daba-e8aa-483d-b19c-35350298d740,B,B,A,A,A20,A,2023-07-13 13:05:50.955705,
a107d2f0-b4b0-4782-8416-1d1219f13fc5,B,A,A,D,A27,A,2023-07-13 13:14:12.791289,
8befdd77-a4f2-4da6-bb25-bbe91e9f84b6,A,A,A,C,B,B,2023-07-13 13:22:21.228020,
9720c245-2bd9-44e0-825b-d54324f5b90a,B,B,C,D,A23,C,2023-07-13 13:33:03.659433,
a8a21297-e295-439a-b37c-a57c1a348578,B,B,A,C,A21,A,2023-07-13 13:33:05.560987,
649c4f68-9496-4aae-bd38-6d9ace973617,C,B,C,C,A23,B,2023-07-13 14:06:24.224093,
e8fa1eee-54e3-49af-bd53-33de244a87be,B,A,B,C,A20,A,2023-07-13 14:19:10.405159,
4f8eca4b-ea5c-4dbf-8c7b-445269786107,C,B,C,C,B,B,2023-07-13 14:24:27.861819,
e8fa1eee-54e3-49af-bd53-33de244a87be,B,A,B,C,A20,A,2023-07-13 14:25:14.562119,
a26fa938-16d9-4751-9d7b-542fb44a0ee8,B,B,C,B,A17,B,2023-07-13 16:33:55.186297,
a26fa938-16d9-4751-9d7b-542fb44a0ee8,B,B,C,B,A17,B,2023-07-13 16:33:58.887105,
fe64a281-9563-4165-bf98-fbd8841472ba,C,C,D,D,A38,A,2023-07-13 16:41:03.194988,
6f1476c4-db14-4445-a039-02410991c8e3,A,A,A,A,A18,A,2023-07-13 16:47:10.614363,
dcfbfa66-1852-4b96-a1ee-a72eb2217816,A,A,A,A,B,C,2023-07-13 16:54:41.093278,
dcfbfa66-1852-4b96-a1ee-a72eb2217816,A,A,A,A,B,C,2023-07-13 16:54:53.888663,
eb5b4066-fcd7-4561-a462-cdec59e89c44,A,A,A,A,B,C,2023-07-13 16:58:22.037387,
eb5b4066-fcd7-4561-a462-cdec59e89c44,A,A,A,A,B,C,2023-07-13 16:59:52.774649,
eb5b4066-fcd7-4561-a462-cdec59e89c44,A,A,A,A,B,A,2023-07-13 17:01:07.435283,
eb5b4066-fcd7-4561-a462-cdec59e89c44,A,A,A,A,B,A,2023-07-13 17:05:04.717016,
d10aeca4-ce33-4081-8f75-692cc7742058,A,A,A,A,B,C,2023-07-13 17:11:15.969210,
dcfbfa66-1852-4b96-a1ee-a72eb2217816,A,A,B,D,B,A,2023-07-13 17:14:24.203581,
dcfbfa66-1852-4b96-a1ee-a72eb2217816,A,A,A,A,B,C,2023-07-13 17:15:07.102105,
0c742b9d-e162-44c4-b3c9-13447fd0d608,A,A,A,A,A22,A,2023-07-13 19:22:40.391860,
0c742b9d-e162-44c4-b3c9-13447fd0d608,A,A,A,A,A22,A,2023-07-13 19:26:15.760546,
8b1fe243-3a4d-4c3d-ac18-b251cc558b05,A,C,C,B,A23,A,2023-07-13 20:42:35.738163,
e2097492-43cf-4209-a2b4-7a23ba1f5e21,B,B,C,C,B,B,2023-07-13 21:15:27.516806,
e2097492-43cf-4209-a2b4-7a23ba1f5e21,B,B,C,C,B,B,2023-07-13 21:15:30.289944,
fa5a99b6-80d0-49ce-b93f-b2889b2935c2,B,C,B,A,A24,A,2023-07-13 21:46:57.476945,
b27967e0-d66f-4297-8e27-c280edf5cbcb,C,C,D,B,A22,B,2023-07-13 21:55:26.165188,
4b63ef53-bbd5-4746-bb02-e8a6183d5acf,B,B,C,C,A25,A,2023-07-13 22:22:16.084289,
17ba40df-ffeb-4f90-a9fa-1019852493cd,C,B,A,C,A17,B,2023-07-14 09:55:51.437840,
17ba40df-ffeb-4f90-a9fa-1019852493cd,C,B,A,C,A17,A,2023-07-14 10:00:11.959345,
17ba40df-ffeb-4f90-a9fa-1019852493cd,C,B,A,C,A17,A,2023-07-14 10:04:01.805763,
57147027-b571-4747-8703-6f5636351d08,B,B,A,D,A17,B,2023-07-14 10:06:43.824759,
bfa12df6-e73e-4db1-ae31-df254975b9ae,C,B,C,C,B,B,2023-07-14 10:30:12.351391,
bfa12df6-e73e-4db1-ae31-df254975b9ae,C,B,C,C,B,B,2023-07-14 10:34:51.069113,
e552776d-f5fc-45a8-83ac-cf12fbe2a5c1,B,A,C,B,A21,B,2023-07-14 11:15:39.220809,
f510b45c-a37e-4eed-9dc0-af867ed279b3,C,B,C,C,B,B,2023-07-14 14:15:41.123995,
3b8d2496-d662-46f2-9849-c09fd9fa1646,B,B,A,B,A20,A,2023-07-14 14:55:05.087275,
85be412a-dc18-4714-a556-d199f984209c,B,B,C,D,A21,B,2023-07-14 20:05:11.650115,
edceed34-0e98-45b2-9ec8-e0139398b646,B,B,C,C,A26,B,2023-07-14 23:25:33.333725,
56f050c3-595e-40c7-a656-21076e66917f,B,A,C,D,A24,A,2023-07-15 01:20:05.661795,
44879868-740b-45b1-9c0c-a7389bf02cba,B,A,C,B,A30,B,2023-07-17 12:26:38.003857,
